keyword,keywordType,volumeUK,kd,cpc,intentSemrush,serpFeatures,intentPlanned,cluster,proposedUrl,article,commercialPotential,tier,competitorRanking,status,lastResearched
cooling pillow for hot sleepers,secondary,,,,,,commercial,sleep-products,/sleep-products/best-cooling-pillows-uk/,Best Cooling Pillows UK: How They Work and What to Look For,yes: cooling-pillow,3,,draft-pending-validation,
gel pillow uk,secondary,,,,,,commercial,sleep-products,/sleep-products/best-cooling-pillows-uk/,Best Cooling Pillows UK: How They Work and What to Look For,yes: cooling-pillow,3,,draft-pending-validation,
pillow for night sweats,secondary,,,,,,commercial,sleep-products,/sleep-products/best-cooling-pillows-uk/,Best Cooling Pillows UK: How They Work and What to Look For,yes: cooling-pillow,3,,draft-pending-validation,
how to choose a mattress uk,primary,,,,,,commercial,sleep-products,/sleep-products/mattress-buying-guide-uk/,How to Choose a Mattress: A Plain-English UK Buying Guide,yes: mattress,2,,draft-pending-validation,
mattress buying guide,secondary,,,,,,commercial,sleep-products,/sleep-products/mattress-buying-guide-uk/,How to Choose a Mattress: A Plain-English UK Buying Guide,yes: mattress,2,,draft-pending-validation,
what mattress should I buy,secondary,,,,,,commercial,sleep-products,/sleep-products/mattress-buying-guide-uk/,How to Choose a Mattress: A Plain-English UK Buying Guide,yes: mattress,2,,draft-pending-validation,
mattress firmness guide,secondary,,,,,,commercial,sleep-products,/sleep-products/mattress-buying-guide-uk/,How to Choose a Mattress: A Plain-English UK Buying Guide,yes: mattress,2,,draft-pending-validation,
memory foam vs pocket sprung,secondary,,,,,,commercial,sleep-products,/sleep-products/mattress-buying-guide-uk/,How to Choose a Mattress: A Plain-English UK Buying Guide,yes: mattress,2,,draft-pending-validation,
breathing exercises for sleep,primary,,,,,,informational,relaxation,/relaxation/breathing-exercises-for-sleep/,Breathing Exercises for Sleep: 5 Techniques to Try Tonight,yes: sleep-headphones,1,,draft-pending-validation,
breathing exercises before bed,secondary,,,,,,informational,relaxation,/relaxation/breathing-exercises-for-sleep/,Breathing Exercises for Sleep: 5 Techniques to Try Tonight,yes: sleep-headphones,1,,draft-pending-validation,
breathing techniques for sleep,secondary,,,,,,informational,relaxation,/relaxation/breathing-exercises-for-sleep/,Breathing Exercises for Sleep: 5 Techniques to Try Tonight,yes: sleep-headphones,1,,draft-pending-validation,
breathing to fall asleep,secondary,,,,,,informational,relaxation,/relaxation/breathing-exercises-for-sleep/,Breathing Exercises for Sleep: 5 Techniques to Try Tonight,yes: sleep-headphones,1,,draft-pending-validation,
deep breathing for sleep,secondary,,,,,,informational,relaxation,/relaxation/breathing-exercises-for-sleep/,Breathing Exercises for Sleep: 5 Techniques to Try Tonight,yes: sleep-headphones,1,,draft-pending-validation,
4-7-8 breathing,primary,,,,,,informational,relaxation,/relaxation/4-7-8-breathing/,4-7-8 Breathing for Sleep: How to Do It and What to Expect,no,1,,draft-pending-validation,
4 7 8 breathing technique,secondary,,,,,,informational,relaxation,/relaxation/4-7-8-breathing/,4-7-8 Breathing for Sleep: How to Do It and What to Expect,no,1,,draft-pending-validation,
4-7-8 breathing for sleep,secondary,,,,,,informational,relaxation,/relaxation/4-7-8-breathing/,4-7-8 Breathing for Sleep: How to Do It and What to Expect,no,1,,draft-pending-validation,
478 breathing,secondary,,,,,,informational,relaxation,/relaxation/4-7-8-breathing/,4-7-8 Breathing for Sleep: How to Do It and What to Expect,no,1,,draft-pending-validation,
4 7 8 sleep method,secondary,,,,,,informational,relaxation,/relaxation/4-7-8-breathing/,4-7-8 Breathing for Sleep: How to Do It and What to Expect,no,1,,draft-pending-validation,
progressive muscle relaxation for sleep,primary,,,,,,informational,relaxation,/relaxation/progressive-muscle-relaxation-for-sleep/,Progressive Muscle Relaxation for Sleep: A Step-by-Step Script,yes: sleep-headphones,1,,draft-pending-validation,
progressive muscle relaxation,secondary,,,,,,informational,relaxation,/relaxation/progressive-muscle-relaxation-for-sleep/,Progressive Muscle Relaxation for Sleep: A Step-by-Step Script,yes: sleep-headphones,1,,draft-pending-validation,
PMR for sleep,secondary,,,,,,informational,relaxation,/relaxation/progressive-muscle-relaxation-for-sleep/,Progressive Muscle Relaxation for Sleep: A Step-by-Step Script,yes: sleep-headphones,1,,draft-pending-validation,
muscle relaxation before bed,secondary,,,,,,informational,relaxation,/relaxation/progressive-muscle-relaxation-for-sleep/,Progressive Muscle Relaxation for Sleep: A Step-by-Step Script,yes: sleep-headphones,1,,draft-pending-validation,
progressive relaxation script,secondary,,,,,,informational,relaxation,/relaxation/progressive-muscle-relaxation-for-sleep/,Progressive Muscle Relaxation for Sleep: A Step-by-Step Script,yes: sleep-headphones,1,,draft-pending-validation,
bedtime meditation,primary,,,,,,informational,relaxation,/relaxation/bedtime-meditation-for-sleep/,Bedtime Meditation for Sleep: A Beginner's Guide,yes: sleep-headphones,2,,draft-pending-validation,
meditation for sleep,secondary,,,,,,informational,relaxation,/relaxation/bedtime-meditation-for-sleep/,Bedtime Meditation for Sleep: A Beginner's Guide,yes: sleep-headphones,2,,draft-pending-validation,
sleep meditation,secondary,,,,,,informational,relaxation,/relaxation/bedtime-meditation-for-sleep/,Bedtime Meditation for Sleep: A Beginner's Guide,yes: sleep-headphones,2,,draft-pending-validation,
meditation before bed,secondary,,,,,,informational,relaxation,/relaxation/bedtime-meditation-for-sleep/,Bedtime Meditation for Sleep: A Beginner's Guide,yes: sleep-headphones,2,,draft-pending-validation,
how to meditate to fall asleep,secondary,,,,,,informational,relaxation,/relaxation/bedtime-meditation-for-sleep/,Bedtime Meditation for Sleep: A Beginner's Guide,yes: sleep-headphones,2,,draft-pending-validation,
body scan for sleep,primary,,,,,,informational,relaxation,/relaxation/body-scan-for-sleep/,Body Scan for Sleep: How to Do It (With a Simple Script),no,2,,draft-pending-validation,
body scan meditation for sleep,secondary,,,,,,informational,relaxation,/relaxation/body-scan-for-sleep/,Body Scan for Sleep: How to Do It (With a Simple Script),no,2,,draft-pending-validation,
body scan relaxation,secondary,,,,,,informational,relaxation,/relaxation/body-scan-for-sleep/,Body Scan for Sleep: How to Do It (With a Simple Script),no,2,,draft-pending-validation,
body scan before bed,secondary,,,,,,informational,relaxation,/relaxation/body-scan-for-sleep/,Body Scan for Sleep: How to Do It (With a Simple Script),no,2,,draft-pending-validation,
bedtime relaxation techniques,primary,,,,,,informational,relaxation,/relaxation/bedtime-relaxation-techniques/,Bedtime Relaxation Techniques: Which Ones Work and How to Choose,yes: weighted-blanket; sleep-headphones,1,,draft-pending-validation,
relaxation techniques for sleep,secondary,,,,,,informational,relaxation,/relaxation/bedtime-relaxation-techniques/,Bedtime Relaxation Techniques: Which Ones Work and How to Choose,yes: weighted-blanket; sleep-headphones,1,,draft-pending-validation,
how to relax before bed,secondary,,,,,,informational,relaxation,/relaxation/bedtime-relaxation-techniques/,Bedtime Relaxation Techniques: Which Ones Work and How to Choose,yes: weighted-blanket; sleep-headphones,1,,draft-pending-validation,
relaxation exercises for sleep,secondary,,,,,,informational,relaxation,/relaxation/bedtime-relaxation-techniques/,Bedtime Relaxation Techniques: Which Ones Work and How to Choose,yes: weighted-blanket; sleep-headphones,1,,draft-pending-validation,
ways to relax before sleep,secondary,,,,,,informational,relaxation,/relaxation/bedtime-relaxation-techniques/,Bedtime Relaxation Techniques: Which Ones Work and How to Choose,yes: weighted-blanket; sleep-headphones,1,,draft-pending-validation,
mindfulness for sleep,primary,,,,,,informational,relaxation,/relaxation/mindfulness-for-sleep/,Mindfulness for Sleep: Letting Go of the Effort to Fall Asleep,no,2,,draft-pending-validation,
mindfulness and sleep,secondary,,,,,,informational,relaxation,/relaxation/mindfulness-for-sleep/,Mindfulness for Sleep: Letting Go of the Effort to Fall Asleep,no,2,,draft-pending-validation,
mindfulness before bed,secondary,,,,,,informational,relaxation,/relaxation/mindfulness-for-sleep/,Mindfulness for Sleep: Letting Go of the Effort to Fall Asleep,no,2,,draft-pending-validation,
mindful sleep,secondary,,,,,,informational,relaxation,/relaxation/mindfulness-for-sleep/,Mindfulness for Sleep: Letting Go of the Effort to Fall Asleep,no,2,,draft-pending-validation,
mindfulness for insomnia,secondary,,,,,,informational,relaxation,/relaxation/mindfulness-for-sleep/,Mindfulness for Sleep: Letting Go of the Effort to Fall Asleep,no,2,,draft-pending-validation,
box breathing,primary,,,,,,informational,relaxation,/relaxation/box-breathing/,Box Breathing for Sleep and Stress: The 4-4-4-4 Method,no,3,,draft-pending-validation,
box breathing technique,secondary,,,,,,informational,relaxation,/relaxation/box-breathing/,Box Breathing for Sleep and Stress: The 4-4-4-4 Method,no,3,,draft-pending-validation,
box breathing for sleep,secondary,,,,,,informational,relaxation,/relaxation/box-breathing/,Box Breathing for Sleep and Stress: The 4-4-4-4 Method,no,3,,draft-pending-validation,
square breathing,secondary,,,,,,informational,relaxation,/relaxation/box-breathing/,Box Breathing for Sleep and Stress: The 4-4-4-4 Method,no,3,,draft-pending-validation,
4 4 4 4 breathing,secondary,,,,,,informational,relaxation,/relaxation/box-breathing/,Box Breathing for Sleep and Stress: The 4-4-4-4 Method,no,3,,draft-pending-validation,
guided relaxation for sleep,primary,,,,,,informational,relaxation,/relaxation/guided-relaxation-for-sleep/,Guided Relaxation for Sleep: How It Works and Where to Start,yes: sleep-headphones,3,,draft-pending-validation,
guided sleep relaxation,secondary,,,,,,informational,relaxation,/relaxation/guided-relaxation-for-sleep/,Guided Relaxation for Sleep: How It Works and Where to Start,yes: sleep-headphones,3,,draft-pending-validation,
guided relaxation audio,secondary,,,,,,informational,relaxation,/relaxation/guided-relaxation-for-sleep/,Guided Relaxation for Sleep: How It Works and Where to Start,yes: sleep-headphones,3,,draft-pending-validation,
guided imagery for sleep,secondary,,,,,,informational,relaxation,/relaxation/guided-relaxation-for-sleep/,Guided Relaxation for Sleep: How It Works and Where to Start,yes: sleep-headphones,3,,draft-pending-validation,
sleep talk down,secondary,,,,,,informational,relaxation,/relaxation/guided-relaxation-for-sleep/,Guided Relaxation for Sleep: How It Works and Where to Start,yes: sleep-headphones,3,,draft-pending-validation,
yoga nidra for sleep,primary,,,,,,informational,relaxation,/relaxation/yoga-nidra-for-sleep/,Yoga Nidra for Sleep: What It Is and How to Practise It,no,3,,draft-pending-validation,
yoga nidra,secondary,,,,,,informational,relaxation,/relaxation/yoga-nidra-for-sleep/,Yoga Nidra for Sleep: What It Is and How to Practise It,no,3,,draft-pending-validation,
yoga nidra before bed,secondary,,,,,,informational,relaxation,/relaxation/yoga-nidra-for-sleep/,Yoga Nidra for Sleep: What It Is and How to Practise It,no,3,,draft-pending-validation,
yogic sleep,secondary,,,,,,informational,relaxation,/relaxation/yoga-nidra-for-sleep/,Yoga Nidra for Sleep: What It Is and How to Practise It,no,3,,draft-pending-validation,
NSDR,secondary,,,,,,informational,relaxation,/relaxation/yoga-nidra-for-sleep/,Yoga Nidra for Sleep: What It Is and How to Practise It,no,3,,draft-pending-validation,
bedtime stretches,primary,,,,,,informational,relaxation,/relaxation/bedtime-stretches/,Gentle Bedtime Stretches to Help You Unwind,no,3,,draft-pending-validation,
stretches before bed,secondary,,,,,,informational,relaxation,/relaxation/bedtime-stretches/,Gentle Bedtime Stretches to Help You Unwind,no,3,,draft-pending-validation,
stretching before sleep,secondary,,,,,,informational,relaxation,/relaxation/bedtime-stretches/,Gentle Bedtime Stretches to Help You Unwind,no,3,,draft-pending-validation,
bedtime yoga stretches,secondary,,,,,,informational,relaxation,/relaxation/bedtime-stretches/,Gentle Bedtime Stretches to Help You Unwind,no,3,,draft-pending-validation,
stretches to help you sleep,secondary,,,,,,informational,relaxation,/relaxation/bedtime-stretches/,Gentle Bedtime Stretches to Help You Unwind,no,3,,draft-pending-validation,
sleep hygiene,primary,,,,,,informational,sleep-habits,/sleep-habits/sleep-hygiene/,Sleep Hygiene: What It Really Means and a Realistic Checklist,yes: sleep-mask,1,,draft-pending-validation,
what is sleep hygiene,secondary,,,,,,informational,sleep-habits,/sleep-habits/sleep-hygiene/,Sleep Hygiene: What It Really Means and a Realistic Checklist,yes: sleep-mask,1,,draft-pending-validation,
sleep hygiene tips,secondary,,,,,,informational,sleep-habits,/sleep-habits/sleep-hygiene/,Sleep Hygiene: What It Really Means and a Realistic Checklist,yes: sleep-mask,1,,draft-pending-validation,
good sleep hygiene,secondary,,,,,,informational,sleep-habits,/sleep-habits/sleep-hygiene/,Sleep Hygiene: What It Really Means and a Realistic Checklist,yes: sleep-mask,1,,draft-pending-validation,
sleep hygiene checklist,secondary,,,,,,informational,sleep-habits,/sleep-habits/sleep-hygiene/,Sleep Hygiene: What It Really Means and a Realistic Checklist,yes: sleep-mask,1,,draft-pending-validation,
screens before bed,primary,,,,,,informational,sleep-habits,/sleep-habits/screens-before-bed/,Screens Before Bed: How Much Do Phones Really Affect Sleep?,no,2,,draft-pending-validation,
phone before bed,secondary,,,,,,informational,sleep-habits,/sleep-habits/screens-before-bed/,Screens Before Bed: How Much Do Phones Really Affect Sleep?,no,2,,draft-pending-validation,
blue light and sleep,secondary,,,,,,informational,sleep-habits,/sleep-habits/screens-before-bed/,Screens Before Bed: How Much Do Phones Really Affect Sleep?,no,2,,draft-pending-validation,
using phone before bed sleep,secondary,,,,,,informational,sleep-habits,/sleep-habits/screens-before-bed/,Screens Before Bed: How Much Do Phones Really Affect Sleep?,no,2,,draft-pending-validation,
screen time before bed,secondary,,,,,,informational,sleep-habits,/sleep-habits/screens-before-bed/,Screens Before Bed: How Much Do Phones Really Affect Sleep?,no,2,,draft-pending-validation,
caffeine and sleep,primary,,,,,,informational,sleep-habits,/sleep-habits/caffeine-and-sleep/,Caffeine and Sleep: How Late Is Too Late for Coffee?,no,2,,draft-pending-validation,
how late can you drink coffee,secondary,,,,,,informational,sleep-habits,/sleep-habits/caffeine-and-sleep/,Caffeine and Sleep: How Late Is Too Late for Coffee?,no,2,,draft-pending-validation,
caffeine before bed,secondary,,,,,,informational,sleep-habits,/sleep-habits/caffeine-and-sleep/,Caffeine and Sleep: How Late Is Too Late for Coffee?,no,2,,draft-pending-validation,
does caffeine affect sleep,secondary,,,,,,informational,sleep-habits,/sleep-habits/caffeine-and-sleep/,Caffeine and Sleep: How Late Is Too Late for Coffee?,no,2,,draft-pending-validation,
caffeine half life,secondary,,,,,,informational,sleep-habits,/sleep-habits/caffeine-and-sleep/,Caffeine and Sleep: How Late Is Too Late for Coffee?,no,2,,draft-pending-validation,
alcohol and sleep,primary,,,,,,informational,sleep-habits,/sleep-habits/alcohol-and-sleep/,Alcohol and Sleep: Why a Nightcap Makes the Night Worse,no,2,,draft-pending-validation,
does alcohol help you sleep,secondary,,,,,,informational,sleep-habits,/sleep-habits/alcohol-and-sleep/,Alcohol and Sleep: Why a Nightcap Makes the Night Worse,no,2,,draft-pending-validation,
alcohol before bed,secondary,,,,,,informational,sleep-habits,/sleep-habits/alcohol-and-sleep/,Alcohol and Sleep: Why a Nightcap Makes the Night Worse,no,2,,draft-pending-validation,
alcohol sleep quality,secondary,,,,,,informational,sleep-habits,/sleep-habits/alcohol-and-sleep/,Alcohol and Sleep: Why a Nightcap Makes the Night Worse,no,2,,draft-pending-validation,
why do I wake up after drinking,secondary,,,,,,informational,sleep-habits,/sleep-habits/alcohol-and-sleep/,Alcohol and Sleep: Why a Nightcap Makes the Night Worse,no,2,,draft-pending-validation,
exercise and sleep,primary,,,,,,informational,sleep-habits,/sleep-habits/exercise-and-sleep/,"Exercise and Sleep: Timing, Intensity and What the Evidence Says",no,2,,draft-pending-validation,
does exercise help you sleep,secondary,,,,,,informational,sleep-habits,/sleep-habits/exercise-and-sleep/,"Exercise and Sleep: Timing, Intensity and What the Evidence Says",no,2,,draft-pending-validation,
exercising before bed,secondary,,,,,,informational,sleep-habits,/sleep-habits/exercise-and-sleep/,"Exercise and Sleep: Timing, Intensity and What the Evidence Says",no,2,,draft-pending-validation,
best time to exercise for sleep,secondary,,,,,,informational,sleep-habits,/sleep-habits/exercise-and-sleep/,"Exercise and Sleep: Timing, Intensity and What the Evidence Says",no,2,,draft-pending-validation,
working out at night sleep,secondary,,,,,,informational,sleep-habits,/sleep-habits/exercise-and-sleep/,"Exercise and Sleep: Timing, Intensity and What the Evidence Says",no,2,,draft-pending-validation,
consistent sleep schedule,primary,,,,,,informational,sleep-habits,/sleep-habits/consistent-sleep-schedule/,Why a Consistent Sleep Schedule Matters More Than You Think,no,2,,draft-pending-validation,
consistent bedtime,secondary,,,,,,informational,sleep-habits,/sleep-habits/consistent-sleep-schedule/,Why a Consistent Sleep Schedule Matters More Than You Think,no,2,,draft-pending-validation,
regular sleep schedule,secondary,,,,,,informational,sleep-habits,/sleep-habits/consistent-sleep-schedule/,Why a Consistent Sleep Schedule Matters More Than You Think,no,2,,draft-pending-validation,
same bedtime every night,secondary,,,,,,informational,sleep-habits,/sleep-habits/consistent-sleep-schedule/,Why a Consistent Sleep Schedule Matters More Than You Think,no,2,,draft-pending-validation,
sleep schedule benefits,secondary,,,,,,informational,sleep-habits,/sleep-habits/consistent-sleep-schedule/,Why a Consistent Sleep Schedule Matters More Than You Think,no,2,,draft-pending-validation,
how to fix your sleep schedule,primary,,,,,,informational,sleep-habits,/sleep-habits/how-to-fix-your-sleep-schedule/,How to Fix Your Sleep Schedule: A Week-by-Week Reset,yes: sleep-mask,1,,draft-pending-validation,
how to reset sleep schedule,secondary,,,,,,informational,sleep-habits,/sleep-habits/how-to-fix-your-sleep-schedule/,How to Fix Your Sleep Schedule: A Week-by-Week Reset,yes: sleep-mask,1,,draft-pending-validation,
fix sleep pattern,secondary,,,,,,informational,sleep-habits,/sleep-habits/how-to-fix-your-sleep-schedule/,How to Fix Your Sleep Schedule: A Week-by-Week Reset,yes: sleep-mask,1,,draft-pending-validation,
how to fix sleeping pattern,secondary,,,,,,informational,sleep-habits,/sleep-habits/how-to-fix-your-sleep-schedule/,How to Fix Your Sleep Schedule: A Week-by-Week Reset,yes: sleep-mask,1,,draft-pending-validation,
reset body clock,secondary,,,,,,informational,sleep-habits,/sleep-habits/how-to-fix-your-sleep-schedule/,How to Fix Your Sleep Schedule: A Week-by-Week Reset,yes: sleep-mask,1,,draft-pending-validation,
morning routine for better sleep,primary,,,,,,informational,sleep-habits,/sleep-habits/morning-routine-for-better-sleep/,How Your Morning Routine Shapes Tonight's Sleep,no,3,,draft-pending-validation,
morning habits for sleep,secondary,,,,,,informational,sleep-habits,/sleep-habits/morning-routine-for-better-sleep/,How Your Morning Routine Shapes Tonight's Sleep,no,3,,draft-pending-validation,
morning light and sleep,secondary,,,,,,informational,sleep-habits,/sleep-habits/morning-routine-for-better-sleep/,How Your Morning Routine Shapes Tonight's Sleep,no,3,,draft-pending-validation,
wake up at the same time every day,secondary,,,,,,informational,sleep-habits,/sleep-habits/morning-routine-for-better-sleep/,How Your Morning Routine Shapes Tonight's Sleep,no,3,,draft-pending-validation,
morning routine sleep,secondary,,,,,,informational,sleep-habits,/sleep-habits/morning-routine-for-better-sleep/,How Your Morning Routine Shapes Tonight's Sleep,no,3,,draft-pending-validation,
do naps affect night sleep,primary,,,,,,informational,sleep-habits,/sleep-habits/napping-and-night-sleep/,Do Naps Ruin Your Sleep at Night? How to Nap Without Paying for It,yes: sleep-mask,3,,draft-pending-validation,
napping and night sleep,secondary,,,,,,informational,sleep-habits,/sleep-habits/napping-and-night-sleep/,Do Naps Ruin Your Sleep at Night? How to Nap Without Paying for It,yes: sleep-mask,3,,draft-pending-validation,
how long should a nap be,secondary,,,,,,informational,sleep-habits,/sleep-habits/napping-and-night-sleep/,Do Naps Ruin Your Sleep at Night? How to Nap Without Paying for It,yes: sleep-mask,3,,draft-pending-validation,
is napping bad for sleep,secondary,,,,,,informational,sleep-habits,/sleep-habits/napping-and-night-sleep/,Do Naps Ruin Your Sleep at Night? How to Nap Without Paying for It,yes: sleep-mask,3,,draft-pending-validation,
power nap,secondary,,,,,,informational,sleep-habits,/sleep-habits/napping-and-night-sleep/,Do Naps Ruin Your Sleep at Night? How to Nap Without Paying for It,yes: sleep-mask,3,,draft-pending-validation,
eating before bed,primary,,,,,,informational,sleep-habits,/sleep-habits/eating-before-bed/,"Eating Before Bed: What, When and How Much Affects Sleep",no,3,,draft-pending-validation,
is it bad to eat before bed,secondary,,,,,,informational,sleep-habits,/sleep-habits/eating-before-bed/,"Eating Before Bed: What, When and How Much Affects Sleep",no,3,,draft-pending-validation,
late night eating sleep,secondary,,,,,,informational,sleep-habits,/sleep-habits/eating-before-bed/,"Eating Before Bed: What, When and How Much Affects Sleep",no,3,,draft-pending-validation,
what to eat before bed for sleep,secondary,,,,,,informational,sleep-habits,/sleep-habits/eating-before-bed/,"Eating Before Bed: What, When and How Much Affects Sleep",no,3,,draft-pending-validation,
food before bed,secondary,,,,,,informational,sleep-habits,/sleep-habits/eating-before-bed/,"Eating Before Bed: What, When and How Much Affects Sleep",no,3,,draft-pending-validation,
why can't I sleep,primary,,,,,,informational,sleep-questions,/sleep-questions/why-cant-i-sleep/,Why Can't I Sleep? The Most Common Reasons and Where to Start,no,1,,draft-pending-validation,
why can't I sleep at night,secondary,,,,,,informational,sleep-questions,/sleep-questions/why-cant-i-sleep/,Why Can't I Sleep? The Most Common Reasons and Where to Start,no,1,,draft-pending-validation,
why can't I sleep even though I'm tired,secondary,,,,,,informational,sleep-questions,/sleep-questions/why-cant-i-sleep/,Why Can't I Sleep? The Most Common Reasons and Where to Start,no,1,,draft-pending-validation,
reasons you can't sleep,secondary,,,,,,informational,sleep-questions,/sleep-questions/why-cant-i-sleep/,Why Can't I Sleep? The Most Common Reasons and Where to Start,no,1,,draft-pending-validation,
cant sleep,secondary,,,,,,informational,sleep-questions,/sleep-questions/why-cant-i-sleep/,Why Can't I Sleep? The Most Common Reasons and Where to Start,no,1,,draft-pending-validation,
tired but can't sleep,primary,,,,,,informational,sleep-questions,/sleep-questions/why-am-i-tired-but-cant-sleep/,Why Am I Tired but Can't Sleep?,no,1,,draft-pending-validation,
why am I tired but can't sleep,secondary,,,,,,informational,sleep-questions,/sleep-questions/why-am-i-tired-but-cant-sleep/,Why Am I Tired but Can't Sleep?,no,1,,draft-pending-validation,
exhausted but can't sleep,secondary,,,,,,informational,sleep-questions,/sleep-questions/why-am-i-tired-but-cant-sleep/,Why Am I Tired but Can't Sleep?,no,1,,draft-pending-validation,
tired but wired,secondary,,,,,,informational,sleep-questions,/sleep-questions/why-am-i-tired-but-cant-sleep/,Why Am I Tired but Can't Sleep?,no,1,,draft-pending-validation,
so tired but can't fall asleep,secondary,,,,,,informational,sleep-questions,/sleep-questions/why-am-i-tired-but-cant-sleep/,Why Am I Tired but Can't Sleep?,no,1,,draft-pending-validation,
how much sleep do adults need,primary,,,,,,informational,sleep-questions,/sleep-questions/how-much-sleep-do-adults-need/,How Much Sleep Do Adults Need?,no,1,,draft-pending-validation,
how many hours of sleep do I need,secondary,,,,,,informational,sleep-questions,/sleep-questions/how-much-sleep-do-adults-need/,How Much Sleep Do Adults Need?,no,1,,draft-pending-validation,
how much sleep do I need,secondary,,,,,,informational,sleep-questions,/sleep-questions/how-much-sleep-do-adults-need/,How Much Sleep Do Adults Need?,no,1,,draft-pending-validation,
recommended sleep for adults,secondary,,,,,,informational,sleep-questions,/sleep-questions/how-much-sleep-do-adults-need/,How Much Sleep Do Adults Need?,no,1,,draft-pending-validation,
is 6 hours of sleep enough,secondary,,,,,,informational,sleep-questions,/sleep-questions/how-much-sleep-do-adults-need/,How Much Sleep Do Adults Need?,no,1,,draft-pending-validation,
does a sleep mask help you sleep,primary,,,,,,informational,sleep-questions,/sleep-questions/does-a-sleep-mask-help-you-sleep/,Does a Sleep Mask Actually Help You Sleep?,yes: sleep-mask,2,,draft-pending-validation,
do sleep masks work,secondary,,,,,,informational,sleep-questions,/sleep-questions/does-a-sleep-mask-help-you-sleep/,Does a Sleep Mask Actually Help You Sleep?,yes: sleep-mask,2,,draft-pending-validation,
are sleep masks good for you,secondary,,,,,,informational,sleep-questions,/sleep-questions/does-a-sleep-mask-help-you-sleep/,Does a Sleep Mask Actually Help You Sleep?,yes: sleep-mask,2,,draft-pending-validation,
benefits of sleep mask,secondary,,,,,,informational,sleep-questions,/sleep-questions/does-a-sleep-mask-help-you-sleep/,Does a Sleep Mask Actually Help You Sleep?,yes: sleep-mask,2,,draft-pending-validation,
sleep mask benefits,secondary,,,,,,informational,sleep-questions,/sleep-questions/does-a-sleep-mask-help-you-sleep/,Does a Sleep Mask Actually Help You Sleep?,yes: sleep-mask,2,,draft-pending-validation,
is it bad to sleep with the light on,primary,,,,,,informational,sleep-questions,/sleep-questions/is-it-bad-to-sleep-with-the-light-on/,Is It Bad to Sleep With the Light On?,yes: sleep-mask,3,,draft-pending-validation,
sleeping with the light on,secondary,,,,,,informational,sleep-questions,/sleep-questions/is-it-bad-to-sleep-with-the-light-on/,Is It Bad to Sleep With the Light On?,yes: sleep-mask,3,,draft-pending-validation,
sleeping with lights on bad,secondary,,,,,,informational,sleep-questions,/sleep-questions/is-it-bad-to-sleep-with-the-light-on/,Is It Bad to Sleep With the Light On?,yes: sleep-mask,3,,draft-pending-validation,
light on while sleeping,secondary,,,,,,informational,sleep-questions,/sleep-questions/is-it-bad-to-sleep-with-the-light-on/,Is It Bad to Sleep With the Light On?,yes: sleep-mask,3,,draft-pending-validation,
sleeping with a night light,secondary,,,,,,informational,sleep-questions,/sleep-questions/is-it-bad-to-sleep-with-the-light-on/,Is It Bad to Sleep With the Light On?,yes: sleep-mask,3,,draft-pending-validation,
does reading before bed help you sleep,primary,,,,,,informational,sleep-questions,/sleep-questions/does-reading-before-bed-help-you-sleep/,Does Reading Before Bed Help You Sleep?,no,3,,draft-pending-validation,
reading before bed,secondary,,,,,,informational,sleep-questions,/sleep-questions/does-reading-before-bed-help-you-sleep/,Does Reading Before Bed Help You Sleep?,no,3,,draft-pending-validation,
reading in bed sleep,secondary,,,,,,informational,sleep-questions,/sleep-questions/does-reading-before-bed-help-you-sleep/,Does Reading Before Bed Help You Sleep?,no,3,,draft-pending-validation,
is reading before bed good,secondary,,,,,,informational,sleep-questions,/sleep-questions/does-reading-before-bed-help-you-sleep/,Does Reading Before Bed Help You Sleep?,no,3,,draft-pending-validation,
books before bed,secondary,,,,,,informational,sleep-questions,/sleep-questions/does-reading-before-bed-help-you-sleep/,Does Reading Before Bed Help You Sleep?,no,3,,draft-pending-validation,
is it ok to sleep with earplugs every night,primary,,,,,,informational,sleep-questions,/sleep-questions/is-it-ok-to-sleep-with-earplugs-every-night/,Is It OK to Sleep With Earplugs Every Night?,yes: earplugs,3,,draft-pending-validation,
sleeping with earplugs every night,secondary,,,,,,informational,sleep-questions,/sleep-questions/is-it-ok-to-sleep-with-earplugs-every-night/,Is It OK to Sleep With Earplugs Every Night?,yes: earplugs,3,,draft-pending-validation,
are earplugs bad for your ears,secondary,,,,,,informational,sleep-questions,/sleep-questions/is-it-ok-to-sleep-with-earplugs-every-night/,Is It OK to Sleep With Earplugs Every Night?,yes: earplugs,3,,draft-pending-validation,
earplugs every night,secondary,,,,,,informational,sleep-questions,/sleep-questions/is-it-ok-to-sleep-with-earplugs-every-night/,Is It OK to Sleep With Earplugs Every Night?,yes: earplugs,3,,draft-pending-validation,
wearing earplugs to sleep,secondary,,,,,,informational,sleep-questions,/sleep-questions/is-it-ok-to-sleep-with-earplugs-every-night/,Is It OK to Sleep With Earplugs Every Night?,yes: earplugs,3,,draft-pending-validation,
can you catch up on sleep,primary,,,,,,informational,sleep-questions,/sleep-questions/can-you-catch-up-on-sleep/,Can You Catch Up on Sleep? What Sleep Debt Really Means,no,2,,draft-pending-validation,
sleep debt,secondary,,,,,,informational,sleep-questions,/sleep-questions/can-you-catch-up-on-sleep/,Can You Catch Up on Sleep? What Sleep Debt Really Means,no,2,,draft-pending-validation,
